order_id,customer_id,product,quantity,unit_price
O56598,C1039,LAPTOP SLEEVE,2,126.55
O55955,C1035,  Desk Lamp  ,2,
O38974,C1014,MECHANICAL KEYBOARD,3,110.38
O67079,C1008,Wireless Mouse,2,171.74
O65690,C1045,Phone Case,2,104.14
O95254,C1004,Wireless Mouse,1,64.83
O68360,C1020,Screen Protector,1,36.61
O58819,C1029,Phone Case,2,36.12
O79761,C1022,HDMI Adapter,2,71.5
O99523,C1018,Mechanical Keyboard,3,68.51
O73472,C1005,Bluetooth Headphones,3,23.61
O35032,C1031,Laptop Sleeve,1,44.18
O21171,C1015,Wireless Mouse,2,137.6
O65816,C1029,  Screen Protector  ,1,146.62
O79054,C1019,Laptop Stand,2,97.61
O17255,C1022,Bluetooth Headphones,2,
O19828,C1012,Wireless Mouse,1,44.93
O34688,C1017,Wireless Mouse,1,33.79
O58435,C1055,Bluetooth Headphones,3,12.96
O15833,C1046,Desk Lamp,3,127.76
O59993,C1048,Desk Lamp,1,81.51
O18819,C1051,Portable Charger,1,25.35
O28827,C1027,USB-C Cable,2,43.74
O60785,C1038,Mechanical Keyboard,2,38.46
O43347,C1040,Laptop Sleeve,2,143.91
O53904,C1040,Webcam,1,54.5
O21171,C1015,SCREEN PROTECTOR,3,162.47
O46842,C1027,Laptop Sleeve,1,116.82
O47261,C1049,HDMI Adapter,3,125.19
O34259,C1051,Laptop Stand,3,174.12
O45060,C1016,Bluetooth Headphones,2,170.76
O61299,C1035,Screen Protector,3,53.3
O84757,C1001,Mechanical Keyboard,1,93.48
O78566,C1023,Desk Lamp,2,139.34
O26539,C1048,Portable Charger,3,143.29
O66980,C1013,LAPTOP SLEEVE,2,104.33
O27589,C1018,Desk Lamp,2,64.4
O83464,C1010,Laptop Sleeve,3,83.96
O36588,C1018,USB-C Cable,2,112.57
O41404,C1021,Portable Charger,2,50.75
O98280,C1054,Portable Charger,2,78.1
O21297,C1050,Wireless Mouse,2,146.77
O80010,C1023,  Bluetooth Headphones  ,2,157.38
O33496,C1034,Screen Protector,2,68.96
O56598,C1039,Bluetooth Headphones,3,104.04
O23159,C1031,  Laptop Sleeve  ,3,149.8
O27146,C1040,Mechanical Keyboard,2,14.86
O43947,C1049,Laptop Stand,1,
O38153,C1012,Webcam,2,40.16
O23113,C1021,USB-C Cable,1,57.04
O52003,C1037,Laptop Sleeve,2,68.67
O99989,C1013,Portable Charger,2,74.05
O31964,C1039,Desk Lamp,2,118.18
O33496,C1034,Webcam,2,127.92
O49085,C1032,USB-C Cable,2,171.14
O85778,c1036,Desk Lamp,2,56.33
O95843,C1005,Screen Protector,1,155.87
O11818,C1044,Portable Charger,2,135.07
O75034,C1004,USB-C Cable,1,40.7
O49062,C1020,Laptop Sleeve,1,162.71
O35032,C1031,Webcam,2,69.99
O19337,C1051,PORTABLE CHARGER,2,61.56
O51984,C1032,Desk Lamp,1,
O84752,C1030,Screen Protector,1,74.93
O26260,C1023,Desk Lamp,3,24.71
O31516,C1018,Laptop Sleeve,3,92.7
O20031,C1015,Wireless Mouse,3,165.78
O65823,C1044,  Bluetooth Headphones  ,2,21.92
O65816,C1029,Webcam,2,97.99
O33944,C1033,Laptop Stand,3,126.63
O12087,C1022,  Phone Case  ,2,71.71
O72822,C1047,Bluetooth Headphones,2,173.07
O13251,C1042,Phone Case,1,
O27146,C1040,Bluetooth Headphones,3,27.24
O86869,C1047,Screen Protector,3,137.05
O74482,C1007,HDMI Adapter,2,19.12
O87937,C1048,Mechanical Keyboard,1,34.74
O38569,C1042,Portable Charger,2,87.99
O46842,C1027,Laptop Stand,1,173.44
O49085,C1032,Phone Case,2,179.22
O47700,C1025,USB-C Cable,1,172.31
O68805,C1047,Portable Charger,3,173.92
O65823,C1044,WIRELESS MOUSE,1,160.73
O40771,C1045,  Phone Case  ,1,125.27
O11292,C1021,Wireless Mouse,2,106.41
O93227,C1043,Portable Charger,3,37.44
O36050,C1015,Mechanical Keyboard,1,161.16
O88172,C1040,HDMI Adapter,2,18.93
O78039,C1036,Mechanical Keyboard,3,122.16
O39391,C1040,Mechanical Keyboard,1,28.87
O95181,C1029,Laptop Sleeve,3,96.8
O30052,C1026,Mechanical Keyboard,1,150.89
O53704,C1044,Portable Charger,2,154.77
O19154,C1021,Desk Lamp,2,74.27
O77582,C1024,Laptop Sleeve,3,154.22
O55955,C1035,Phone Case,2,174.43
O51441,C1016,Wireless Mouse,1,71.56
O90903,C1009,Desk Lamp,3,39.64
O27888,C1012,Bluetooth Headphones,3,64.26
O98280,C1054,Mechanical Keyboard,1,172.73
O86619,C1029,Wireless Mouse,3,87.85
O15370,C1034,Mechanical Keyboard,3,111.77
O40771,C1045,Screen Protector,2,116.56
O86415,c1009,Webcam,3,163.84
O48138,C1041,Wireless Mouse,3,18.64
O33496,C1034,Bluetooth Headphones,1,26.41
O38153,C1012,HDMI Adapter,2,174.14
O96743,C1038,Webcam,3,85.76
O31964,C1039,USB-C Cable,2,118.88
O18469,C1033,Bluetooth Headphones,3,21.44
O50449,C1002,Bluetooth Headphones,2,9.46
O42943,C1050,HDMI Adapter,3,85.2
O99523,C1018,Wireless Mouse,2,77.03
O19813,C1029,Bluetooth Headphones,1,175.95
O49363,C1058,Portable Charger,3,95.23
O89478,C1003,LAPTOP STAND,3,169.56
O10004,C1039,Laptop Sleeve,2,95.0
O85385,C1018,Portable Charger,2,179.14
O13697,C1037,Laptop Sleeve,2,128.99
O30760,C1022,Screen Protector,1,31.83
O70807,c1036,Portable Charger,1,144.91
O95267,C1001,Phone Case,2,144.25
O31567,C1050,WIRELESS MOUSE,3,176.55
O67892,C1020,Webcam,3,48.21
O55504,C1040,HDMI Adapter,1,60.21
O52030,C1021,Portable Charger,3,58.13
O36050,C1015,Portable Charger,2,136.5
O65067,C1059,Mechanical Keyboard,3,151.61
O74923,C1047,USB-C Cable,2,119.77
O45162,C1056,Laptop Stand,1,
O20114,C1049,Portable Charger,3,174.77
O48289,C1055,USB-C Cable,1,148.9
O24253,C1011,Webcam,3,125.91
O36928,C1035,Bluetooth Headphones,1,144.53
O51984,C1032,Bluetooth Headphones,3,19.26
O14901,C1011,  Mechanical Keyboard  ,1,141.78
O52030,C1021,HDMI Adapter,3,111.75
O82845,C1000,  Desk Lamp  ,3,101.26
O70693,C1040,  Laptop Stand  ,2,161.51
O72616,C1021,Wireless Mouse,3,33.66
O18729,C1039,Bluetooth Headphones,2,74.85
O32570,C1041,Desk Lamp,2,11.48
O23357,C1015,  Desk Lamp  ,1,146.27
O94550,C1004,Webcam,3,127.46
O47653,C1030,LAPTOP SLEEVE,2,152.5
O56112,C1033,Screen Protector,3,135.78
O84603,C1005,Phone Case,2,150.94
O25207,c1002,Wireless Mouse,2,179.17
O76287,C1004,LAPTOP STAND,1,91.91
O47089,C1031,Portable Charger,3,130.69
O26843,C1024,Webcam,1,94.25
O57683,C1036,Mechanical Keyboard,2,10.78
O11850,C1023,Portable Charger,2,131.6
O93476,C1045,Screen Protector,1,63.45
O22015,C1003,Wireless Mouse,3,122.0
O67640,C1059,USB-C Cable,1,156.65
O36006,C1007,Laptop Sleeve,1,89.51
O36832,C1041,Screen Protector,2,31.81
O30052,C1026,Webcam,2,141.24
O10358,C1035,Desk Lamp,3,23.49
O61543,C1029,DESK LAMP,3,159.76
O64602,C1049,Portable Charger,2,79.49
O49062,C1020,Bluetooth Headphones,2,75.07
O47294,C1037,Mechanical Keyboard,3,122.71
O85849,C1007,Wireless Mouse,2,12.42
O72422,C1034,Portable Charger,2,131.21
O97528,C1041,Bluetooth Headphones,1,45.69
O33944,C1033,Wireless Mouse,2,176.45
O28162,C1026,Laptop Stand,1,63.9
O85101,C1031,Portable Charger,3,91.28
O86380,C1046,Phone Case,1,129.92
O89602,C1039,Laptop Sleeve,1,161.04
O30454,C1049,Desk Lamp,3,8.74
O98587,C1011,HDMI Adapter,3,168.73
O64602,C1049,Laptop Stand,3,91.07
O44159,C1052,Screen Protector,3,36.53
O70693,C1040,Bluetooth Headphones,3,9.19
O33385,C1027,Mechanical Keyboard,1,172.0
O83446,C1047,HDMI Adapter,3,69.08
O96309,C1010,Portable Charger,1,8.27
O22972,C1035,Webcam,1,126.77
O68224,C1028,Laptop Stand,2,135.54
O26843,C1024,Phone Case,1,108.87
O28671,C1046,Screen Protector,2,102.54
O72422,C1034,USB-C Cable,2,88.75
O48165,C1002,Screen Protector,2,83.6
O34431,C1027,USB-C Cable,1,129.1
O70807,C1036,Laptop Sleeve,2,71.34
O27781,c1019,Laptop Stand,2,169.52
O32344,C1055,Desk Lamp,2,97.97
O77632,C1006,Laptop Sleeve,1,38.01
O49221,C1059,Portable Charger,3,162.59
O49221,C1059,USB-C Cable,3,110.12
O22032,C1031,Mechanical Keyboard,2,53.38
O17972,C1002,Desk Lamp,2,179.76
O73908,C1026,  Phone Case  ,3,99.81
O14466,C1030,USB-C Cable,1,151.42
O96303,C1036,Wireless Mouse,2,30.26
O99173,C1044,Laptop Stand,2,154.97
O71370,C1033,Wireless Mouse,2,83.23
O69486,C1036,Desk Lamp,1,92.84
O59601,C1018,Webcam,1,38.72
O30454,C1049,Mechanical Keyboard,3,162.11
O48974,C1017,Laptop Stand,1,92.85
O30760,C1022,Laptop Sleeve,1,
O96474,C1046,  Portable Charger  ,3,103.27
O45378,C1051,HDMI Adapter,1,26.64
O30489,C1048,Webcam,1,99.76
O32344,C1055,Screen Protector,3,109.16
O19828,C1012,Mechanical Keyboard,1,11.75
O86916,C1015,HDMI Adapter,1,124.43
O29401,C1036,Portable Charger,1,97.75
O72367,C1049,HDMI Adapter,2,122.67
O91688,C1020,Portable Charger,2,58.49
O96474,C1046,USB-C Cable,3,
O82999,C1058,Webcam,2,49.53
O18957,c1032,Portable Charger,3,37.55
O31068,c1025,Screen Protector,3,74.93
O51059,C1024,Phone Case,3,94.66
O50416,C1040,Laptop Sleeve,2,46.91
O70341,C1036,Phone Case,1,69.17
O94390,C1033,Desk Lamp,3,34.81
O22502,C1041,Phone Case,2,92.87
O24246,C1057,Screen Protector,3,178.17
O12263,c1020,USB-C Cable,2,83.66
O96960,C1041,Screen Protector,1,100.87
O23113,C1021,Laptop Stand,2,37.01
O34752,C1059,USB-C Cable,1,47.58
O90775,C1010,Laptop Sleeve,2,115.9
O95254,C1004,HDMI Adapter,1,75.07
O94207,C1000,Bluetooth Headphones,1,47.1
O74004,c1010,  Screen Protector  ,3,20.78
O42536,C1051,Phone Case,2,121.11
O26843,C1024,Laptop Sleeve,1,62.76
O44429,C1035,USB-C Cable,3,52.36
O13324,C1008,Laptop Stand,3,131.8
O10358,C1035,Laptop Stand,1,10.19
O98251,C1034,Portable Charger,1,38.76
O28407,C1015,Phone Case,1,161.53
O26193,C1012,USB-C Cable,3,38.77
O52538,C1030,Laptop Sleeve,3,176.07
O75382,C1028,USB-C Cable,1,165.54
O38307,C1056,  Desk Lamp  ,2,33.0
O96972,C1053,Bluetooth Headphones,2,69.38
O27997,C1058,MECHANICAL KEYBOARD,2,158.95
O40115,C1041,Webcam,1,158.74
O39820,C1042,  Webcam  ,1,89.67
O36050,C1015,Webcam,1,86.73
O82350,C1005,Laptop Stand,1,
O82845,C1000,Webcam,1,124.14
O84000,C1002,Laptop Stand,3,9.6
O96754,C1001,USB-C Cable,2,99.31
O79761,C1022,USB-C Cable,3,128.01
O26539,C1048,USB-C Cable,1,15.34
O54514,C1000,Phone Case,1,49.82
O89602,C1039,USB-C Cable,3,58.66
O67079,C1008,Phone Case,3,167.46
O69441,C1056,Mechanical Keyboard,2,34.25
O75700,C1022,HDMI Adapter,1,55.45
O67079,C1008,Webcam,3,179.27
O73908,C1026,  USB-C Cable  ,1,65.21
O41217,C1046,Screen Protector,3,107.89
O31146,C1039,Webcam,3,125.82
O38177,C1027,Mechanical Keyboard,2,114.22
O58819,C1029,  Laptop Stand  ,3,43.56
O69049,C1026,Webcam,3,112.86
O70806,C1025,Webcam,2,
O12263,C1020,Desk Lamp,3,78.28
O53704,C1044,Screen Protector,1,38.38
O67068,C1008,Wireless Mouse,1,156.34
O67342,C1043,Wireless Mouse,1,133.55
O43022,C1019,  Portable Charger  ,2,154.47
O51035,C1037,Laptop Sleeve,2,153.48
O17144,C1000,HDMI Adapter,2,60.11
O44167,C1008,Mechanical Keyboard,3,37.84
O89556,C1018,  Mechanical Keyboard  ,1,58.58
O41946,C1045,Webcam,1,86.57
O93418,C1057,Desk Lamp,2,
O66980,C1013,Wireless Mouse,2,131.46
O59601,C1018,Laptop Stand,1,112.42
O12087,C1022,Laptop Stand,2,90.52
O18302,C1039,Laptop Stand,2,34.51
O67377,C1019,Wireless Mouse,1,
O72021,C1020,Screen Protector,3,107.02
O14522,C1003,Desk Lamp,3,76.4
O67377,C1019,HDMI Adapter,2,123.63
O17144,C1000,Laptop Sleeve,2,94.35
O66949,C1035,Wireless Mouse,1,141.1
O96754,C1001,Wireless Mouse,3,33.91
O72613,C1000,USB-C Cable,3,32.57
O66087,C1014,Portable Charger,1,58.54
O24246,C1057,WIRELESS MOUSE,3,69.79
O28695,c1015,Wireless Mouse,3,169.44
O84714,C1014,Screen Protector,2,39.03
O20114,C1049,Portable Charger,3,174.77
O79258,C1041,Laptop Sleeve,2,158.17
O18913,C1035,USB-C Cable,3,124.56
O18469,C1033,  USB-C Cable  ,1,157.62
O74923,C1047,Laptop Sleeve,1,173.95
O77673,C1046,USB-C Cable,1,130.12
O89556,C1018,Bluetooth Headphones,2,143.56
O31964,C1039,HDMI Adapter,2,21.61
O28919,C1030,Laptop Sleeve,1,165.14
O84714,C1014,Laptop Stand,1,115.56
O32950,C1024,Phone Case,3,95.15
O18450,C1027,Webcam,3,62.57
O69338,C1051,Mechanical Keyboard,3,
O26334,C1015,  Wireless Mouse  ,3,99.41
O50944,C1014,Laptop Stand,2,164.47
O39391,C1040,Screen Protector,2,106.43
O39573,C1000,Phone Case,2,115.72
O62386,c1004,HDMI Adapter,2,107.86
O39573,C1000,Laptop Stand,2,176.23
O54500,C1037,Wireless Mouse,3,171.62
O37021,C1005,Desk Lamp,1,14.47
O44167,c1008,USB-C Cable,1,53.03
O79258,C1041,Webcam,3,18.37
O27882,C1002,Wireless Mouse,1,91.56
O30760,C1022,PORTABLE CHARGER,2,
O55504,C1040,Wireless Mouse,2,82.03
O56769,C1031,Screen Protector,1,38.57
O27997,C1058,Bluetooth Headphones,1,154.92
O87550,C1026,Bluetooth Headphones,3,169.95
O96847,C1050,USB-C Cable,3,35.03
O34530,C1006,Mechanical Keyboard,1,102.35
O14379,C1014,Desk Lamp,2,58.72
O45162,C1056,Laptop Sleeve,1,134.23
O48138,C1041,Laptop Stand,1,23.08
O26260,C1023,Screen Protector,3,71.03
O58453,C1036,WIRELESS MOUSE,1,85.13
O91877,C1020,Screen Protector,3,43.62
O61727,C1046,Webcam,1,160.22
O98472,C1013,Screen Protector,1,91.51
O36006,C1007,Webcam,1,41.05
O63223,C1006,HDMI Adapter,2,61.82
O88390,C1009,Laptop Sleeve,1,122.38
O75700,C1022,Wireless Mouse,3,13.07
O51059,C1024,Desk Lamp,2,162.78
O30863,C1004,Bluetooth Headphones,3,47.85
O70513,C1019,Desk Lamp,1,163.71
O93203,C1002,Desk Lamp,3,147.58
O65640,C1044,Screen Protector,2,64.4
O29805,C1007,Bluetooth Headphones,3,126.19
O48401,C1045,USB-C Cable,1,178.23
O13071,C1053,Webcam,1,58.09
O87170,C1030,Wireless Mouse,3,92.79
O70925,C1048,Wireless Mouse,3,54.3
O93611,C1015,Portable Charger,2,51.68
O42142,C1017,Laptop Sleeve,2,96.18
O56112,C1033,Mechanical Keyboard,3,175.98
O16385,C1017,Mechanical Keyboard,2,125.81
O56961,C1028,Phone Case,1,64.38
O39573,C1000,Mechanical Keyboard,3,18.81
O75382,C1028,Portable Charger,1,95.43
O74004,C1010,Laptop Sleeve,3,39.66
O25963,C1038,Portable Charger,1,129.79
O31093,c1002,Wireless Mouse,2,
O43347,C1040,WIRELESS MOUSE,2,65.32
O27781,C1019,Phone Case,2,74.85
O85101,C1031,Bluetooth Headphones,2,177.82
O42949,C1038,Wireless Mouse,1,127.97
O86483,C1049,Bluetooth Headphones,1,125.09
O22597,C1057,HDMI Adapter,1,111.26
O52003,C1037,Laptop Stand,3,85.81
O75514,C1034,Mechanical Keyboard,1,124.96
O90315,C1052,Screen Protector,3,125.19
O53758,C1012,Portable Charger,3,9.35
O85385,c1018,Screen Protector,2,179.83
O84752,C1030,USB-C Cable,1,107.5
O98208,C1051,Phone Case,2,72.84
O50449,C1002,Phone Case,1,90.04
O55093,C1024,Screen Protector,2,13.04
O85813,C1012,Desk Lamp,1,143.74
O65640,C1044,Phone Case,1,117.99
O25386,C1002,Desk Lamp,3,58.33
O27888,C1012,Laptop Sleeve,2,130.74
O32224,C1056,Desk Lamp,1,178.41
O31884,C1031,  Wireless Mouse  ,2,21.26
O91108,C1029,Bluetooth Headphones,1,104.15
O81820,C1026,Portable Charger,2,35.35
O93238,c1057,Laptop Stand,3,152.92
O55504,C1040,Screen Protector,1,90.84
O88018,C1050,PORTABLE CHARGER,3,140.51
O47700,C1025,Wireless Mouse,3,42.76
O34431,C1027,Mechanical Keyboard,1,44.56
O30052,c1026,Desk Lamp,2,122.93
O13646,C1001,  Bluetooth Headphones  ,3,114.31
O73517,C1030,Laptop Stand,1,161.6
O47261,C1049,MECHANICAL KEYBOARD,3,172.29
O19634,C1037,Phone Case,1,22.11
O81188,C1049,  Portable Charger  ,3,170.68
O36050,C1015,Mechanical Keyboard,1,161.16
O38177,C1027,Screen Protector,3,90.51
O49513,C1006,USB-C Cable,3,
O15788,C1020,Wireless Mouse,2,56.66
O19567,C1036,Screen Protector,2,76.45
O36006,C1007,Laptop Sleeve,1,89.51
O23937,C1029,Portable Charger,3,27.64
O17339,C1047,Portable Charger,2,127.1
O98208,C1051,Laptop Sleeve,3,93.88
O36744,C1032,Laptop Stand,2,64.04
O69988,C1029,  USB-C Cable  ,3,96.65
O19337,C1051,Laptop Stand,2,16.68
O93665,C1012,Laptop Sleeve,3,143.0
O96309,C1010,Laptop Sleeve,3,23.29
O39937,C1010,Laptop Sleeve,3,130.81
O85813,C1012,Portable Charger,1,88.24
O90775,C1010,Screen Protector,1,176.11
O70384,C1044,USB-C Cable,2,28.62
O56961,c1028,Screen Protector,1,59.4
O72613,C1000,Phone Case,2,20.18
O11947,C1055,  USB-C Cable  ,1,69.62
O23937,C1029,Phone Case,3,147.58
O87937,C1048,USB-C CABLE,2,159.71
O16672,C1023,Mechanical Keyboard,1,
O15370,C1034,Phone Case,2,126.93
O72021,C1020,Laptop Stand,2,50.11
O84714,C1014,Laptop Sleeve,3,107.17
O74918,C1051,Desk Lamp,3,49.37
O24328,C1025,Screen Protector,1,85.68
O17331,C1044,Mechanical Keyboard,3,105.55
O22363,C1036,Webcam,1,50.77
O85552,C1038,Wireless Mouse,3,85.1
O46463,C1026,Portable Charger,2,45.03
O77582,C1024,Phone Case,3,136.97
O34551,C1000,Webcam,2,176.74
O54265,c1031,Mechanical Keyboard,3,32.35
O56312,C1016,HDMI Adapter,1,100.96
O93611,C1015,USB-C Cable,1,102.01
O68619,C1011,Screen Protector,1,52.16
O89482,C1053,Wireless Mouse,2,136.17
O18934,C1006,USB-C Cable,2,177.62
O27146,c1040,HDMI Adapter,1,33.47
O23113,C1021,HDMI Adapter,3,60.58
O43022,C1019,Screen Protector,1,140.68
O16258,C1018,Phone Case,1,110.64
O70806,C1025,Desk Lamp,2,150.74
O34259,C1051,USB-C Cable,1,75.93
O14660,C1021,Laptop Sleeve,3,124.65
O54500,C1037,Webcam,1,33.19
O85465,C1018,HDMI Adapter,2,177.93
O75251,C1009,Laptop Stand,3,13.32
O24253,C1011,Portable Charger,1,33.24
O30070,C1028,Screen Protector,3,54.44
O37483,C1005,Wireless Mouse,1,101.92
O44429,C1035,HDMI Adapter,1,92.8
O44159,C1052,Laptop Stand,3,140.81
O70807,C1036,  Laptop Stand  ,1,152.41
O70513,C1019,Portable Charger,3,130.36
O32825,C1001,Laptop Stand,2,45.66
O19232,C1003,Wireless Mouse,1,106.89
O40983,c1019,HDMI Adapter,2,155.52
O13071,C1053,Mechanical Keyboard,2,59.97
O19567,C1036,USB-C Cable,3,22.18
O65590,C1038,Portable Charger,2,
O88018,C1050,Desk Lamp,2,140.6
O53583,C1042,Portable Charger,2,30.95
O47002,C1025,DESK LAMP,2,141.05
