order_id,customer_id,product,quantity,unit_price,line_total
O14522,C1003,Laptop Stand,2,52.95,105.9
O61964,C1056,Bluetooth Headphones,1,94.35,94.35
O27025,C1056,Portable Charger,1,122.11,122.11
O54500,C1037,Phone Case,2,141.51,283.02
O25931,C1029,Bluetooth Headphones,2,157.28,314.56
O19539,C1017,Bluetooth Headphones,2,63.32,126.64
O42949,C1038,Bluetooth Headphones,2,75.15,150.3
O47649,C1010,Hdmi Adapter,3,63.24,189.72
O63665,C1019,Screen Protector,2,174.2,348.4
O13988,C1017,Portable Charger,2,156.47,312.94
O55955,C1035,Laptop Sleeve,2,12.51,25.02
O65191,C1008,Desk Lamp,1,49.71,49.71
O77673,C1046,Phone Case,3,158.51,475.53
O14085,C1056,Wireless Mouse,1,93.49,93.49
O40982,C1034,Phone Case,2,36.61,73.22
O96474,C1046,Screen Protector,3,167.77,503.31000000000006
O96223,C1041,Portable Charger,2,150.67,301.34
O97878,C1042,Hdmi Adapter,2,80.83,161.66
O95799,C1039,Laptop Stand,3,24.76,74.28
O52030,C1021,Wireless Mouse,3,38.95,116.85000000000001
O28249,C1047,Laptop Sleeve,3,90.63,271.89
O91108,C1029,Portable Charger,3,83.31,249.93
O16051,C1010,Wireless Mouse,1,155.25,155.25
O86869,C1047,Bluetooth Headphones,1,95.27,95.27
O23955,C1051,Screen Protector,1,12.35,12.35
O93238,C1057,Wireless Mouse,3,37.01,111.03
O98472,C1013,Bluetooth Headphones,2,62.63,125.26
O62386,C1004,Mechanical Keyboard,3,124.88,374.64
O82999,C1058,Usb-C Cable,2,78.33,156.66
O51035,C1037,Desk Lamp,2,104.05,208.1
O48138,C1041,Phone Case,1,145.17,145.17
O94689,C1051,Laptop Sleeve,1,37.68,37.68
O20031,C1015,Portable Charger,2,80.73,161.46
O34752,C1059,Portable Charger,1,14.79,14.79
O21239,C1033,Laptop Sleeve,3,111.34,334.02
O46735,C1057,Usb-C Cable,2,13.6,27.2
O10256,C1034,Hdmi Adapter,3,169.32,507.96
O97643,C1011,Usb-C Cable,2,95.635,191.27
O82999,C1058,Mechanical Keyboard,3,114.06,342.18
O84421,C1045,Desk Lamp,3,30.67,92.01
O99486,C1057,Phone Case,1,87.23,87.23
O52904,C1012,Desk Lamp,1,32.65,32.65
O73472,C1005,Laptop Sleeve,1,138.26,138.26
O36299,C1054,Hdmi Adapter,1,78.56,78.56
O98458,C1028,Laptop Sleeve,3,17.88,53.64
O18177,C1016,Phone Case,2,73.84,147.68
O96303,C1036,Usb-C Cable,1,112.2,112.2
O32734,C1008,Laptop Stand,1,65.71,65.71
O85757,C1016,Bluetooth Headphones,3,97.88,293.64
O30321,C1056,Hdmi Adapter,1,21.88,21.88
O75034,C1004,Hdmi Adapter,1,104.1,104.1
O65690,C1045,Webcam,2,160.82,321.64
O95749,C1005,Laptop Stand,3,32.23,96.69
O36050,C1015,Laptop Sleeve,1,78.97,78.97
O18302,C1039,Portable Charger,3,121.23,363.69
O27146,C1040,Wireless Mouse,2,117.58,235.16
O49513,C1006,Desk Lamp,3,12.17,36.51
O19813,C1029,Usb-C Cable,3,51.23,153.69
O73517,C1030,Screen Protector,3,74.99,224.96999999999997
O97424,C1041,Bluetooth Headphones,3,107.43,322.29
O67176,C1053,Bluetooth Headphones,3,87.14,261.42
O21297,C1050,Usb-C Cable,1,122.73,122.73
O74058,C1036,Wireless Mouse,3,103.43,310.29
O46211,C1051,Portable Charger,2,58.61,117.22
O50449,C1002,Mechanical Keyboard,1,135.53,135.53
O23159,C1031,Mechanical Keyboard,3,116.39,349.17
O54714,C1041,Screen Protector,1,39.34,39.34
O44513,C1041,Phone Case,3,107.52,322.56
O27436,C1009,Screen Protector,1,166.46,166.46
O75382,C1028,Hdmi Adapter,3,8.75,26.25
O67424,C1013,Wireless Mouse,1,27.52,27.52
O25386,C1002,Phone Case,2,18.21,36.42
O18729,C1039,Desk Lamp,3,58.31,174.93
O10256,C1034,Screen Protector,2,153.23,306.46
O38369,C1058,Laptop Stand,3,23.71,71.13
O93203,C1002,Bluetooth Headphones,3,84.37,253.11
O30446,C1053,Portable Charger,1,141.98,141.98
O72685,C1007,Webcam,3,82.34,247.02
O75390,C1039,Wireless Mouse,3,93.49,280.46999999999997
O19232,C1003,Screen Protector,2,62.42,124.84
O68450,C1033,Hdmi Adapter,3,68.46,205.38
O77582,C1024,Hdmi Adapter,3,8.43,25.29
O90775,C1010,Laptop Stand,1,118.84,118.84
O96163,C1002,Webcam,3,108.39,325.17
O60012,C1037,Portable Charger,1,31.35,31.35
O67640,C1059,Mechanical Keyboard,2,20.76,41.52
O55504,C1040,Laptop Sleeve,3,102.1,306.29999999999995
O57652,C1000,Laptop Stand,3,173.4,520.2
O17806,C1008,Mechanical Keyboard,1,59.9,59.9
O61543,C1029,Wireless Mouse,1,94.94,94.94
O19634,C1037,Wireless Mouse,1,30.79,30.79
O58453,C1036,Desk Lamp,3,39.73,119.19
O95843,C1005,Phone Case,1,103.11,103.11
O87550,C1026,Wireless Mouse,1,159.31,159.31
O45786,C1016,Portable Charger,2,13.77,27.54
O22015,C1003,Desk Lamp,1,155.65,155.65
O53704,C1044,Phone Case,2,125.28,250.56
O94689,C1051,Phone Case,2,70.59,141.18
O93735,C1049,Portable Charger,2,123.43,246.86
O39573,C1000,Bluetooth Headphones,2,151.19,302.38
O87937,C1048,Portable Charger,2,39.49,78.98
O22597,C1057,Mechanical Keyboard,3,151.11,453.33000000000004
O85448,C1059,Bluetooth Headphones,1,24.33,24.33
O15788,C1020,Phone Case,2,161.54,323.08
O61127,C1048,Webcam,1,89.63,89.63
O67271,C1003,Laptop Stand,2,121.04,242.08
O23051,C1021,Bluetooth Headphones,2,115.7,231.4
O13251,C1042,Usb-C Cable,1,143.32,143.32
O70845,C1006,Laptop Stand,1,70.64,70.64
O58409,C1013,Usb-C Cable,1,12.81,12.81
O57652,C1000,Laptop Sleeve,2,122.25,244.5
O46211,C1051,Mechanical Keyboard,3,103.6,310.79999999999995
O28249,C1047,Phone Case,3,49.94,149.82
O69318,C1035,Wireless Mouse,2,134.15,268.3
O79226,C1054,Phone Case,1,149.2,149.2
O25572,C1035,Hdmi Adapter,1,91.33500000000001,91.33500000000001
O53393,C1005,Mechanical Keyboard,3,113.56,340.68
O46735,C1057,Desk Lamp,3,76.44,229.32
O47294,C1037,Wireless Mouse,3,26.1,78.30000000000001
O29346,C1023,Hdmi Adapter,2,72.77,145.54
O53815,C1006,Usb-C Cable,1,60.35,60.35
O69303,C1030,Desk Lamp,2,62.85,125.7
O74058,C1036,Laptop Stand,1,72.62,72.62
O61727,C1046,Hdmi Adapter,3,51.9,155.7
O98587,C1011,Mechanical Keyboard,2,172.66,345.32
O91688,C1020,Wireless Mouse,1,24.57,24.57
O27895,C1022,Desk Lamp,2,41.56,83.12
O84967,C1018,Laptop Stand,2,60.4,120.8
O38153,C1012,Portable Charger,3,43.39,130.17000000000002
O11292,C1021,Usb-C Cable,1,24.85,24.85
O28047,C1028,Portable Charger,2,80.73,161.46
O18302,C1039,Mechanical Keyboard,1,19.47,19.47
O26389,C1033,Bluetooth Headphones,1,75.05,75.05
O36928,C1035,Laptop Sleeve,3,97.05,291.15
O14660,C1021,Hdmi Adapter,2,119.05,238.1
O93422,C1053,Screen Protector,3,115.46,346.38
O21690,C1016,Laptop Stand,1,11.53,11.53
O40603,C1022,Portable Charger,2,42.35,84.7
O61127,C1048,Hdmi Adapter,2,73.7,147.4
O27781,C1019,Laptop Sleeve,1,135.67,135.67
O84714,C1014,Hdmi Adapter,2,168.57,337.14
O58819,C1029,Hdmi Adapter,2,92.07,184.14
O73083,C1024,Desk Lamp,2,166.52,333.04
O89602,C1039,Webcam,3,75.58,226.74
O65590,C1038,Screen Protector,1,126.77,126.77
O98294,C1044,Bluetooth Headphones,2,82.29,164.58
O70513,C1019,Mechanical Keyboard,2,112.0,224.0
O36588,C1018,Phone Case,2,8.61,17.22
O41946,C1045,Desk Lamp,2,156.61,313.22
O57576,C1031,Phone Case,2,159.14,318.28
O33206,C1056,Portable Charger,1,159.6,159.6
O94689,C1051,Screen Protector,2,116.51,233.02
O51059,C1024,Usb-C Cable,1,78.56,78.56
O15370,C1034,Wireless Mouse,2,128.68,257.36
O45162,C1056,Webcam,1,93.17,93.17
O59993,C1048,Bluetooth Headphones,2,132.98,265.96
O40603,C1022,Usb-C Cable,3,95.635,286.90500000000003
O11105,C1052,Webcam,1,131.46,131.46
O43352,C1029,Webcam,1,78.33,78.33
O84752,C1030,Mechanical Keyboard,3,62.42,187.26
O26351,C1007,Hdmi Adapter,3,85.18,255.54000000000002
O40603,C1022,Desk Lamp,1,127.33,127.33
O98280,C1054,Desk Lamp,3,86.59,259.77
O84967,C1018,Webcam,3,97.63,292.89
O94390,C1033,Usb-C Cable,1,19.14,19.14
O54714,C1041,Laptop Stand,2,19.28,38.56
O13646,C1001,Portable Charger,1,46.14,46.14
O38369,C1058,Bluetooth Headphones,1,60.04,60.04
O40382,C1043,Laptop Stand,3,44.67,134.01
O31068,C1025,Portable Charger,1,82.88,82.88
O22475,C1041,Laptop Sleeve,2,8.19,16.38
O16672,C1023,Screen Protector,2,80.71,161.42
O76127,C1037,Desk Lamp,2,96.32,192.64
O39820,C1042,Portable Charger,3,94.36,283.08
O87250,C1030,Phone Case,2,44.98,89.96
O25207,C1002,Desk Lamp,1,39.07,39.07
O72422,C1034,Wireless Mouse,1,160.55,160.55
O50372,C1021,Laptop Sleeve,2,81.15,162.3
O13501,C1032,Desk Lamp,3,20.59,61.769999999999996
O27436,C1009,Mechanical Keyboard,1,113.51,113.51
O22924,C1041,Mechanical Keyboard,3,52.5,157.5
O61296,C1035,Desk Lamp,3,154.17,462.51
O65816,C1029,Hdmi Adapter,3,117.07,351.21
O84752,C1030,Webcam,2,134.72,269.44
O37483,C1005,Desk Lamp,1,50.92,50.92
O67424,C1013,Screen Protector,2,159.51,319.02
O33500,C1018,Phone Case,1,22.62,22.62
O56598,C1039,Laptop Sleeve,2,126.55,253.1
O55955,C1035,Desk Lamp,2,92.84,185.68
O38974,C1014,Mechanical Keyboard,3,110.38,331.14
O67079,C1008,Wireless Mouse,2,171.74,343.48
O65690,C1045,Phone Case,2,104.14,208.28
O95254,C1004,Wireless Mouse,1,64.83,64.83
O68360,C1020,Screen Protector,1,36.61,36.61
O58819,C1029,Phone Case,2,36.12,72.24
O79761,C1022,Hdmi Adapter,2,71.5,143.0
O99523,C1018,Mechanical Keyboard,3,68.51,205.53000000000003
O73472,C1005,Bluetooth Headphones,3,23.61,70.83
O35032,C1031,Laptop Sleeve,1,44.18,44.18
O21171,C1015,Wireless Mouse,2,137.6,275.2
O65816,C1029,Screen Protector,1,146.62,146.62
O79054,C1019,Laptop Stand,2,97.61,195.22
O17255,C1022,Bluetooth Headphones,2,91.38,182.76
O19828,C1012,Wireless Mouse,1,44.93,44.93
O34688,C1017,Wireless Mouse,1,33.79,33.79
O58435,C1055,Bluetooth Headphones,3,12.96,38.88
O15833,C1046,Desk Lamp,3,127.76,383.28000000000003
O59993,C1048,Desk Lamp,1,81.51,81.51
O18819,C1051,Portable Charger,1,25.35,25.35
O28827,C1027,Usb-C Cable,2,43.74,87.48
O60785,C1038,Mechanical Keyboard,2,38.46,76.92
O43347,C1040,Laptop Sleeve,2,143.91,287.82
O53904,C1040,Webcam,1,54.5,54.5
O21171,C1015,Screen Protector,3,162.47,487.40999999999997
O46842,C1027,Laptop Sleeve,1,116.82,116.82
O47261,C1049,Hdmi Adapter,3,125.19,375.57
O34259,C1051,Laptop Stand,3,174.12,522.36
O45060,C1016,Bluetooth Headphones,2,170.76,341.52
O61299,C1035,Screen Protector,3,53.3,159.89999999999998
O84757,C1001,Mechanical Keyboard,1,93.48,93.48
O78566,C1023,Desk Lamp,2,139.34,278.68
O26539,C1048,Portable Charger,3,143.29,429.87
O66980,C1013,Laptop Sleeve,2,104.33,208.66
O27589,C1018,Desk Lamp,2,64.4,128.8
O83464,C1010,Laptop Sleeve,3,83.96,251.88
O41404,C1021,Portable Charger,2,50.75,101.5
O98280,C1054,Portable Charger,2,78.1,156.2
O21297,C1050,Wireless Mouse,2,146.77,293.54
O80010,C1023,Bluetooth Headphones,2,157.38,314.76
O33496,C1034,Screen Protector,2,68.96,137.92
O56598,C1039,Bluetooth Headphones,3,104.04,312.12
O23159,C1031,Laptop Sleeve,3,149.8,449.40000000000003
O27146,C1040,Mechanical Keyboard,2,14.86,29.72
O43947,C1049,Laptop Stand,1,91.07,91.07
O38153,C1012,Webcam,2,40.16,80.32
O23113,C1021,Usb-C Cable,1,57.04,57.04
O52003,C1037,Laptop Sleeve,2,68.67,137.34
O99989,C1013,Portable Charger,2,74.05,148.1
O31964,C1039,Desk Lamp,2,118.18,236.36
O33496,C1034,Webcam,2,127.92,255.84
O49085,C1032,Usb-C Cable,2,171.14,342.28
O85778,C1036,Desk Lamp,2,56.33,112.66
O95843,C1005,Screen Protector,1,155.87,155.87
O11818,C1044,Portable Charger,2,135.07,270.14
O75034,C1004,Usb-C Cable,1,40.7,40.7
O49062,C1020,Laptop Sleeve,1,162.71,162.71
O35032,C1031,Webcam,2,69.99,139.98
O19337,C1051,Portable Charger,2,61.56,123.12
O51984,C1032,Desk Lamp,1,92.84,92.84
O84752,C1030,Screen Protector,1,74.93,74.93
O26260,C1023,Desk Lamp,3,24.71,74.13
O31516,C1018,Laptop Sleeve,3,92.7,278.1
O20031,C1015,Wireless Mouse,3,165.78,497.34000000000003
O65823,C1044,Bluetooth Headphones,2,21.92,43.84
O65816,C1029,Webcam,2,97.99,195.98
O33944,C1033,Laptop Stand,3,126.63,379.89
O12087,C1022,Phone Case,2,71.71,143.42
O72822,C1047,Bluetooth Headphones,2,173.07,346.14
O13251,C1042,Phone Case,1,96.665,96.665
O27146,C1040,Bluetooth Headphones,3,27.24,81.72
O86869,C1047,Screen Protector,3,137.05,411.15000000000003
O74482,C1007,Hdmi Adapter,2,19.12,38.24
O87937,C1048,Mechanical Keyboard,1,34.74,34.74
O38569,C1042,Portable Charger,2,87.99,175.98
O46842,C1027,Laptop Stand,1,173.44,173.44
O49085,C1032,Phone Case,2,179.22,358.44
O47700,C1025,Usb-C Cable,1,172.31,172.31
O68805,C1047,Portable Charger,3,173.92,521.76
O40771,C1045,Phone Case,1,125.27,125.27
O11292,C1021,Wireless Mouse,2,106.41,212.82
O93227,C1043,Portable Charger,3,37.44,112.32
O36050,C1015,Mechanical Keyboard,1,161.16,161.16
O88172,C1040,Hdmi Adapter,2,18.93,37.86
O78039,C1036,Mechanical Keyboard,3,122.16,366.48
O39391,C1040,Mechanical Keyboard,1,28.87,28.87
O95181,C1029,Laptop Sleeve,3,96.8,290.4
O30052,C1026,Mechanical Keyboard,1,150.89,150.89
O53704,C1044,Portable Charger,2,154.77,309.54
O19154,C1021,Desk Lamp,2,74.27,148.54
O77582,C1024,Laptop Sleeve,3,154.22,462.65999999999997
O55955,C1035,Phone Case,2,174.43,348.86
O51441,C1016,Wireless Mouse,1,71.56,71.56
O90903,C1009,Desk Lamp,3,39.64,118.92
O27888,C1012,Bluetooth Headphones,3,64.26,192.78000000000003
O98280,C1054,Mechanical Keyboard,1,172.73,172.73
O86619,C1029,Wireless Mouse,3,87.85,263.54999999999995
O15370,C1034,Mechanical Keyboard,3,111.77,335.31
O40771,C1045,Screen Protector,2,116.56,233.12
O86415,C1009,Webcam,3,163.84,491.52
O48138,C1041,Wireless Mouse,3,18.64,55.92
O33496,C1034,Bluetooth Headphones,1,26.41,26.41
O38153,C1012,Hdmi Adapter,2,174.14,348.28
O96743,C1038,Webcam,3,85.76,257.28000000000003
O31964,C1039,Usb-C Cable,2,118.88,237.76
O18469,C1033,Bluetooth Headphones,3,21.44,64.32000000000001
O50449,C1002,Bluetooth Headphones,2,9.46,18.92
O42943,C1050,Hdmi Adapter,3,85.2,255.60000000000002
O99523,C1018,Wireless Mouse,2,77.03,154.06
O19813,C1029,Bluetooth Headphones,1,175.95,175.95
O49363,C1058,Portable Charger,3,95.23,285.69
O89478,C1003,Laptop Stand,3,169.56,508.68
O10004,C1039,Laptop Sleeve,2,95.0,190.0
O85385,C1018,Portable Charger,2,179.14,358.28
O13697,C1037,Laptop Sleeve,2,128.99,257.98
O30760,C1022,Screen Protector,1,31.83,31.83
O70807,C1036,Portable Charger,1,144.91,144.91
O95267,C1001,Phone Case,2,144.25,288.5
O31567,C1050,Wireless Mouse,3,176.55,529.6500000000001
O67892,C1020,Webcam,3,48.21,144.63
O55504,C1040,Hdmi Adapter,1,60.21,60.21
O52030,C1021,Portable Charger,3,58.13,174.39000000000001
O36050,C1015,Portable Charger,2,136.5,273.0
O65067,C1059,Mechanical Keyboard,3,151.61,454.83000000000004
O74923,C1047,Usb-C Cable,2,119.77,239.54
O45162,C1056,Laptop Stand,1,91.07,91.07
O20114,C1049,Portable Charger,3,174.77,524.3100000000001
O48289,C1055,Usb-C Cable,1,148.9,148.9
O24253,C1011,Webcam,3,125.91,377.73
O36928,C1035,Bluetooth Headphones,1,144.53,144.53
O51984,C1032,Bluetooth Headphones,3,19.26,57.78
O14901,C1011,Mechanical Keyboard,1,141.78,141.78
O52030,C1021,Hdmi Adapter,3,111.75,335.25
O82845,C1000,Desk Lamp,3,101.26,303.78000000000003
O70693,C1040,Laptop Stand,2,161.51,323.02
O72616,C1021,Wireless Mouse,3,33.66,100.97999999999999
O18729,C1039,Bluetooth Headphones,2,74.85,149.7
O32570,C1041,Desk Lamp,2,11.48,22.96
O23357,C1015,Desk Lamp,1,146.27,146.27
O94550,C1004,Webcam,3,127.46,382.38
O47653,C1030,Laptop Sleeve,2,152.5,305.0
O56112,C1033,Screen Protector,3,135.78,407.34000000000003
O84603,C1005,Phone Case,2,150.94,301.88
O25207,C1002,Wireless Mouse,2,179.17,358.34
O76287,C1004,Laptop Stand,1,91.91,91.91
O47089,C1031,Portable Charger,3,130.69,392.07
O26843,C1024,Webcam,1,94.25,94.25
O57683,C1036,Mechanical Keyboard,2,10.78,21.56
O11850,C1023,Portable Charger,2,131.6,263.2
O93476,C1045,Screen Protector,1,63.45,63.45
O22015,C1003,Wireless Mouse,3,122.0,366.0
O67640,C1059,Usb-C Cable,1,156.65,156.65
O36006,C1007,Laptop Sleeve,1,89.51,89.51
O36832,C1041,Screen Protector,2,31.81,63.62
O30052,C1026,Webcam,2,141.24,282.48
O10358,C1035,Desk Lamp,3,23.49,70.47
O61543,C1029,Desk Lamp,3,159.76,479.28
O64602,C1049,Portable Charger,2,79.49,158.98
O49062,C1020,Bluetooth Headphones,2,75.07,150.14
O47294,C1037,Mechanical Keyboard,3,122.71,368.13
O85849,C1007,Wireless Mouse,2,12.42,24.84
O72422,C1034,Portable Charger,2,131.21,262.42
O97528,C1041,Bluetooth Headphones,1,45.69,45.69
O33944,C1033,Wireless Mouse,2,176.45,352.9
O28162,C1026,Laptop Stand,1,63.9,63.9
O85101,C1031,Portable Charger,3,91.28,273.84000000000003
O86380,C1046,Phone Case,1,129.92,129.92
O89602,C1039,Laptop Sleeve,1,161.04,161.04
O30454,C1049,Desk Lamp,3,8.74,26.22
O64602,C1049,Laptop Stand,3,91.07,273.21
O44159,C1052,Screen Protector,3,36.53,109.59
O70693,C1040,Bluetooth Headphones,3,9.19,27.57
O33385,C1027,Mechanical Keyboard,1,172.0,172.0
O83446,C1047,Hdmi Adapter,3,69.08,207.24
O96309,C1010,Portable Charger,1,8.27,8.27
O22972,C1035,Webcam,1,126.77,126.77
O68224,C1028,Laptop Stand,2,135.54,271.08
O26843,C1024,Phone Case,1,108.87,108.87
O28671,C1046,Screen Protector,2,102.54,205.08
O72422,C1034,Usb-C Cable,2,88.75,177.5
O48165,C1002,Screen Protector,2,83.6,167.2
O34431,C1027,Usb-C Cable,1,129.1,129.1
O70807,C1036,Laptop Sleeve,2,71.34,142.68
O27781,C1019,Laptop Stand,2,169.52,339.04
O32344,C1055,Desk Lamp,2,97.97,195.94
O77632,C1006,Laptop Sleeve,1,38.01,38.01
O49221,C1059,Portable Charger,3,162.59,487.77
O49221,C1059,Usb-C Cable,3,110.12,330.36
O22032,C1031,Mechanical Keyboard,2,53.38,106.76
O17972,C1002,Desk Lamp,2,179.76,359.52
O73908,C1026,Phone Case,3,99.81,299.43
O14466,C1030,Usb-C Cable,1,151.42,151.42
O96303,C1036,Wireless Mouse,2,30.26,60.52
O99173,C1044,Laptop Stand,2,154.97,309.94
O71370,C1033,Wireless Mouse,2,83.23,166.46
O69486,C1036,Desk Lamp,1,92.84,92.84
O59601,C1018,Webcam,1,38.72,38.72
O30454,C1049,Mechanical Keyboard,3,162.11,486.33000000000004
O48974,C1017,Laptop Stand,1,92.85,92.85
O30760,C1022,Laptop Sleeve,1,102.1,102.1
O96474,C1046,Portable Charger,3,103.27,309.81
O45378,C1051,Hdmi Adapter,1,26.64,26.64
O30489,C1048,Webcam,1,99.76,99.76
O32344,C1055,Screen Protector,3,109.16,327.48
O19828,C1012,Mechanical Keyboard,1,11.75,11.75
O86916,C1015,Hdmi Adapter,1,124.43,124.43
O29401,C1036,Portable Charger,1,97.75,97.75
O72367,C1049,Hdmi Adapter,2,122.67,245.34
O91688,C1020,Portable Charger,2,58.49,116.98
O96474,C1046,Usb-C Cable,3,95.635,286.90500000000003
O82999,C1058,Webcam,2,49.53,99.06
O18957,C1032,Portable Charger,3,37.55,112.64999999999999
O31068,C1025,Screen Protector,3,74.93,224.79000000000002
O51059,C1024,Phone Case,3,94.66,283.98
O50416,C1040,Laptop Sleeve,2,46.91,93.82
O70341,C1036,Phone Case,1,69.17,69.17
O94390,C1033,Desk Lamp,3,34.81,104.43
O22502,C1041,Phone Case,2,92.87,185.74
O24246,C1057,Screen Protector,3,178.17,534.51
O12263,C1020,Usb-C Cable,2,83.66,167.32
O96960,C1041,Screen Protector,1,100.87,100.87
O23113,C1021,Laptop Stand,2,37.01,74.02
O34752,C1059,Usb-C Cable,1,47.58,47.58
O90775,C1010,Laptop Sleeve,2,115.9,231.8
O95254,C1004,Hdmi Adapter,1,75.07,75.07
O94207,C1000,Bluetooth Headphones,1,47.1,47.1
O74004,C1010,Screen Protector,3,20.78,62.34
O42536,C1051,Phone Case,2,121.11,242.22
O26843,C1024,Laptop Sleeve,1,62.76,62.76
O44429,C1035,Usb-C Cable,3,52.36,157.07999999999998
O13324,C1008,Laptop Stand,3,131.8,395.40000000000003
O10358,C1035,Laptop Stand,1,10.19,10.19
O98251,C1034,Portable Charger,1,38.76,38.76
O28407,C1015,Phone Case,1,161.53,161.53
O26193,C1012,Usb-C Cable,3,38.77,116.31
O75382,C1028,Usb-C Cable,1,165.54,165.54
O38307,C1056,Desk Lamp,2,33.0,66.0
O96972,C1053,Bluetooth Headphones,2,69.38,138.76
O27997,C1058,Mechanical Keyboard,2,158.95,317.9
O40115,C1041,Webcam,1,158.74,158.74
O39820,C1042,Webcam,1,89.67,89.67
O36050,C1015,Webcam,1,86.73,86.73
O82350,C1005,Laptop Stand,1,91.07,91.07
O82845,C1000,Webcam,1,124.14,124.14
O84000,C1002,Laptop Stand,3,9.6,28.799999999999997
O96754,C1001,Usb-C Cable,2,99.31,198.62
O79761,C1022,Usb-C Cable,3,128.01,384.03
O26539,C1048,Usb-C Cable,1,15.34,15.34
O54514,C1000,Phone Case,1,49.82,49.82
O89602,C1039,Usb-C Cable,3,58.66,175.98
O67079,C1008,Phone Case,3,167.46,502.38
O69441,C1056,Mechanical Keyboard,2,34.25,68.5
O75700,C1022,Hdmi Adapter,1,55.45,55.45
O67079,C1008,Webcam,3,179.27,537.8100000000001
O73908,C1026,Usb-C Cable,1,65.21,65.21
O41217,C1046,Screen Protector,3,107.89,323.67
O31146,C1039,Webcam,3,125.82,377.46
O38177,C1027,Mechanical Keyboard,2,114.22,228.44
O58819,C1029,Laptop Stand,3,43.56,130.68
O69049,C1026,Webcam,3,112.86,338.58
O70806,C1025,Webcam,2,97.46000000000001,194.92000000000002
O12263,C1020,Desk Lamp,3,78.28,234.84
O53704,C1044,Screen Protector,1,38.38,38.38
O67068,C1008,Wireless Mouse,1,156.34,156.34
O67342,C1043,Wireless Mouse,1,133.55,133.55
O43022,C1019,Portable Charger,2,154.47,308.94
O51035,C1037,Laptop Sleeve,2,153.48,306.96
O17144,C1000,Hdmi Adapter,2,60.11,120.22
O44167,C1008,Mechanical Keyboard,3,37.84,113.52000000000001
O89556,C1018,Mechanical Keyboard,1,58.58,58.58
O41946,C1045,Webcam,1,86.57,86.57
O93418,C1057,Desk Lamp,2,92.84,185.68
O66980,C1013,Wireless Mouse,2,131.46,262.92
O59601,C1018,Laptop Stand,1,112.42,112.42
O12087,C1022,Laptop Stand,2,90.52,181.04
O18302,C1039,Laptop Stand,2,34.51,69.02
O67377,C1019,Wireless Mouse,1,93.49,93.49
O72021,C1020,Screen Protector,3,107.02,321.06
O14522,C1003,Desk Lamp,3,76.4,229.20000000000002
O67377,C1019,Hdmi Adapter,2,123.63,247.26
O17144,C1000,Laptop Sleeve,2,94.35,188.7
O66949,C1035,Wireless Mouse,1,141.1,141.1
O96754,C1001,Wireless Mouse,3,33.91,101.72999999999999
O72613,C1000,Usb-C Cable,3,32.57,97.71000000000001
O66087,C1014,Portable Charger,1,58.54,58.54
O24246,C1057,Wireless Mouse,3,69.79,209.37
O28695,C1015,Wireless Mouse,3,169.44,508.32
O84714,C1014,Screen Protector,2,39.03,78.06
O79258,C1041,Laptop Sleeve,2,158.17,316.34
O18913,C1035,Usb-C Cable,3,124.56,373.68
O18469,C1033,Usb-C Cable,1,157.62,157.62
O74923,C1047,Laptop Sleeve,1,173.95,173.95
O77673,C1046,Usb-C Cable,1,130.12,130.12
O89556,C1018,Bluetooth Headphones,2,143.56,287.12
O31964,C1039,Hdmi Adapter,2,21.61,43.22
O28919,C1030,Laptop Sleeve,1,165.14,165.14
O84714,C1014,Laptop Stand,1,115.56,115.56
O32950,C1024,Phone Case,3,95.15,285.45000000000005
O18450,C1027,Webcam,3,62.57,187.71
O69338,C1051,Mechanical Keyboard,3,105.55,316.65
O26334,C1015,Wireless Mouse,3,99.41,298.23
O50944,C1014,Laptop Stand,2,164.47,328.94
O39391,C1040,Screen Protector,2,106.43,212.86
O39573,C1000,Phone Case,2,115.72,231.44
O62386,C1004,Hdmi Adapter,2,107.86,215.72
O39573,C1000,Laptop Stand,2,176.23,352.46
O54500,C1037,Wireless Mouse,3,171.62,514.86
O37021,C1005,Desk Lamp,1,14.47,14.47
O44167,C1008,Usb-C Cable,1,53.03,53.03
O79258,C1041,Webcam,3,18.37,55.11
O27882,C1002,Wireless Mouse,1,91.56,91.56
O30760,C1022,Portable Charger,2,80.73,161.46
O55504,C1040,Wireless Mouse,2,82.03,164.06
O56769,C1031,Screen Protector,1,38.57,38.57
O27997,C1058,Bluetooth Headphones,1,154.92,154.92
O87550,C1026,Bluetooth Headphones,3,169.95,509.84999999999997
O96847,C1050,Usb-C Cable,3,35.03,105.09
O34530,C1006,Mechanical Keyboard,1,102.35,102.35
O14379,C1014,Desk Lamp,2,58.72,117.44
O45162,C1056,Laptop Sleeve,1,134.23,134.23
O48138,C1041,Laptop Stand,1,23.08,23.08
O26260,C1023,Screen Protector,3,71.03,213.09
O58453,C1036,Wireless Mouse,1,85.13,85.13
O91877,C1020,Screen Protector,3,43.62,130.85999999999999
O61727,C1046,Webcam,1,160.22,160.22
O98472,C1013,Screen Protector,1,91.51,91.51
O36006,C1007,Webcam,1,41.05,41.05
O63223,C1006,Hdmi Adapter,2,61.82,123.64
O88390,C1009,Laptop Sleeve,1,122.38,122.38
O75700,C1022,Wireless Mouse,3,13.07,39.21
O51059,C1024,Desk Lamp,2,162.78,325.56
O30863,C1004,Bluetooth Headphones,3,47.85,143.55
